make_group,make,model,year_start,year_end
hyundai,Hyundai,Santa Cruz,2021,
hyundai,Hyundai,Santa Fe,2000,
hyundai,Hyundai,Satellite,1997,2000
hyundai,Hyundai,Scoupe,1990,1996
hyundai,Hyundai,Sonata,1989,
hyundai,Hyundai,Sonata Hybrid,2010,2019
hyundai,Hyundai,Staria,2021,
hyundai,Hyundai,Terracan,2001,2007
hyundai,Hyundai,Trajet,2000,2008
hyundai,Hyundai,Veloster,2011,2021
hyundai,Hyundai,Venue,2019,
hyundai,Hyundai,XG,1999,2005
ineos,Ineos,Grenadier,2022,
infiniti,Infiniti,EX,2007,2014
infiniti,Infiniti,FX,2002,2013
infiniti,Infiniti,G,2008,2014
infiniti,Infiniti,G20,1991,2002
infiniti,Infiniti,G35,2001,2008
infiniti,Infiniti,I,1995,2004
infiniti,Infiniti,J,1993,1997
infiniti,Infiniti,JX,2012,2014
infiniti,Infiniti,M,1990,2013
infiniti,Infiniti,Q,1989,2006
infiniti,Infiniti,Q40,2014,2015
infiniti,Infiniti,Q50,2013,2024
infiniti,Infiniti,Q60,2013,2022
infiniti,Infiniti,Q70,2013,2019
infiniti,Infiniti,QX,1997,2014
infiniti,Infiniti,QX30,2015,2019
infiniti,Infiniti,QX50,2013,
infiniti,Infiniti,QX55,2021,
infiniti,Infiniti,QX60,2013,
infiniti,Infiniti,QX65,2026,
infiniti,Infiniti,QX70,2013,2019
infiniti,Infiniti,QX80,2014,
iran-khodro,Iran Khodro,Dena,2014,
iran-khodro,Iran Khodro,Paykan,1967,2005
iran-khodro,Iran Khodro,Runna,2011,
iran-khodro,Iran Khodro,Samand,2002,
iran-khodro,Iran Khodro,Soren,2007,
iran-khodro,Iran Khodro,Tara,2020,
isuzu,Isuzu,117,1968,1981
isuzu,Isuzu,Amigo,1997,2003
isuzu,Isuzu,Amigo Cabrio,1998,2003
isuzu,Isuzu,Ascender,2001,2008
isuzu,Isuzu,Axiom,2001,2004
isuzu,Isuzu,Hombre,1995,2000
isuzu,Isuzu,i-Series,2005,2009
isuzu,Isuzu,MU-7,2004,2013
isuzu,Isuzu,Rodeo / D-Max,2002,2019
isuzu,Isuzu,Trooper,1998,2002
jac,JAC,J7,2020,
jac,JAC,S2,2015,
jac,JAC,S3,2014,
jac,JAC,S4,2018,
jac,JAC,S7,2018,
jac,JAC,Sunray,2016,
jac,JAC,T6,2015,
jac,JAC,T8,2018,
jaguar,Jaguar,E-Pace,2017,2024
jaguar,Jaguar,F-Pace,2015,
jaguar,Jaguar,F-Pace SVR,2018,
jaguar,Jaguar,F-Type,2013,
jaguar,Jaguar,F-Type SVR,2016,2020
jaguar,Jaguar,I-Pace,2018,2024
jaguar,Jaguar,S-Type,1999,2007
jaguar,Jaguar,S-Type R,2002,2007
jaguar,Jaguar,X-Type,2001,2009
jaguar,Jaguar,XE,2015,2024
jaguar,Jaguar,XE SV,2017,2019
jaguar,Jaguar,XF,2008,
jaguar,Jaguar,XF Sportbrake,2012,
jaguar,Jaguar,XFR,2009,2011
jaguar,Jaguar,XJ,1979,2019
jaguar,Jaguar,XJ220,1992,1994
jaguar,Jaguar,XJR,1990,2019
jaguar,Jaguar,XK,1996,2014
jaguar,Jaguar,XKR,1998,2014
jeep,Jeep,Avenger,2022,
jeep,Jeep,Cherokee,2013,
jeep,Jeep,Cherokee/Liberty,1984,2012
jeep,Jeep,Commander,2005,2010
jeep,Jeep,Compass,2006,
jeep,Jeep,Gladiator,2020,
jeep,Jeep,Grand Cherokee,1992,
jeep,Jeep,Patriot,2007,2014
jeep,Jeep,Recon,2025,
jeep,Jeep,Renegade,2014,2022
jeep,Jeep,Wagoneer,1962,
jeep,Jeep,Wrangler,1986,
jeep,Jeep,Wrangler Rubicon,2023,
jeep,Jeep,Wrangler Unlimited,2004,2024
jetour,Jetour,Dashing,2022,
jetour,Jetour,T2,2023,
jetour,Jetour,X70,2018,
jetour,Jetour,X90,2019,
karma,Karma,Revero GT,2019,
karma,Karma,Revero GTS,2019,
kgm,KGM,Actyon,2024,
kgm,KGM,Korando,2023,
kgm,KGM,Rexton,2023,
kgm,KGM,Tivoli,2023,
kgm,KGM,Torres,2023,
kia,Kia,Borrego / Mohave,2009,2013
kia,Kia,Carens,2000,2018
kia,Kia,Carnival / Sedona,2002,
kia,Kia,cee'd,2007,2021
kia,Kia,cee'd SW,2007,2018
kia,Kia,Ceed,2018,
kia,Kia,Cerato / Spectra,2004,2009
kia,Kia,Cerato/Forte,2013,2018
kia,Kia,EV2,2026,
kia,Kia,EV3,2024,
kia,Kia,EV4,2025,
kia,Kia,EV5,2023,
kia,Kia,EV6,2021,
kia,Kia,EV9,2023,
kia,Kia,Forte,2009,
kia,Kia,Forte 5 Door,2010,2018
kia,Kia,Forte Koup,2009,2016
kia,Kia,Joice,1999,2003
kia,Kia,K4,2024,
kia,Kia,K5,2019,
kia,Kia,K7 / Cadenza,2013,2019
kia,Kia,K9,2012,2021
kia,Kia,Niro,2016,2021
kia,Kia,Opirus / Amanti,2003,2010
kia,Kia,Optima / Magentis,2001,
kia,Kia,Optima Sportswagon,2016,2019
kia,Kia,Picanto,2004,
kia,Kia,Picanto X-Line,2017,2020
kia,Kia,Pro cee'd,2007,2025
kia,Kia,pro_cee’d GT,2013,2018
kia,Kia,PV5,2026,
kia,Kia,Rio,2005,
kia,Kia,Rondo,2008,2016
kia,Kia,Seltos,2019,
kia,Kia,Shuma,1998,2004
kia,Kia,Sorento,2002,
kia,Kia,Soul,2008,
kia,Kia,Sportage,2004,
kia,Kia,Stinger,2017,
kia,Kia,Stonic,2017,2025
kia,Kia,Stonic GT-Line,2020,
kia,Kia,Syros,2024,
kia,Kia,Tasman,2024,
kia,Kia,Telluride,2019,
kia,Kia,Venga,2009,2019
kia,Kia,XCeed,2019,
koenigsegg,Koenigsegg,Agera,2010,2016
koenigsegg,Koenigsegg,CC8S,2002,2005
koenigsegg,Koenigsegg,CCR,2004,2006
koenigsegg,Koenigsegg,CCX,2006,2010
koenigsegg,Koenigsegg,CCXR,2007,2010
koenigsegg,Koenigsegg,Gemera,2020,
koenigsegg,Koenigsegg,Jesko,2019,
koenigsegg,Koenigsegg,One:1,2014,2015
koenigsegg,Koenigsegg,Regera,2015,2022
koenigsegg,Koenigsegg,Sadairs Spear,2025,
ktm,KTM,X-Bow,2008,
lada,Lada,110,1995,2014
lada,Lada,111,1998,2008
lada,Lada,112,1999,2008
lada,Lada,2101,1970,1988
lada,Lada,2102,1971,1985
lada,Lada,2103,1972,1984
lada,Lada,2104,1984,2012
lada,Lada,2105,1979,2010
lada,Lada,2106,1976,2006
lada,Lada,2107,1982,2012
lada,Lada,Granta,2011,
lada,Lada,Kalina,2004,2018
lada,Lada,Largus,2012,
lada,Lada,Niva,1977,
lada,Lada,Niva Legend,2020,
lada,Lada,Nova,1981,1994
lada,Lada,Nova Combi,1985,1998
lada,Lada,Priora,2007,2018
lada,Lada,Riva,1980,2012
lada,Lada,Samara,1984,2013
lada,Lada,Vesta,2015,
lada,Lada,XRAY,2015,2022
lamborghini,Lamborghini,350 GTS,,
lamborghini,Lamborghini,Aventador,2011,
lamborghini,Lamborghini,Centenario,2016,2017
lamborghini,Lamborghini,Countach,1973,1990
lamborghini,Lamborghini,Diablo,1990,2001
lamborghini,Lamborghini,Espada,1968,1976
lamborghini,Lamborghini,Fenomeno,2026,
lamborghini,Lamborghini,Gallardo,2003,2014
lamborghini,Lamborghini,Huracan,2014,
lamborghini,Lamborghini,Jalpa,1981,1988
lamborghini,Lamborghini,Jarama,1970,1976
lamborghini,Lamborghini,LM 002,1986,1993
lamborghini,Lamborghini,Miura,1966,1987
lamborghini,Lamborghini,Murcielago,2001,2010
lamborghini,Lamborghini,Reventon,2008,2009
lamborghini,Lamborghini,Revuelto,2023,
lamborghini,Lamborghini,Sian,2019,
lamborghini,Lamborghini,Silhouette,1976,1979
lamborghini,Lamborghini,Temerario,2024,
lamborghini,Lamborghini,Urraco,1972,1979
lamborghini,Lamborghini,Urus,2018,
lamborghini,Lamborghini,Veneno,2013,2014
lancia,Lancia,2000,1971,1974
lancia,Lancia,A112,1982,1986
lancia,Lancia,A112 Abarth,1984,1986
lancia,Lancia,Beta,1909,1984
lancia,Lancia,Beta Montecarlo,1974,1979
lancia,Lancia,Dedra,1990,1999
lancia,Lancia,Dedra Station,1994,1998
lancia,Lancia,Delta,1979,2014
lancia,Lancia,Delta HPE,1995,1998
lancia,Lancia,Flaminia,1958,1970
lancia,Lancia,Flavia,1960,2015
lancia,Lancia,Fulvia Berlina,1963,1972
lancia,Lancia,Gamma,1976,1980
lancia,Lancia,Kappa,1995,2000
lancia,Lancia,Kappa SW,1996,2000
lancia,Lancia,Lybra,1999,2005
lancia,Lancia,Lybra SW,1999,2005
lancia,Lancia,Musa,2003,2012
lancia,Lancia,Phedra,2002,2010
lancia,Lancia,Prisma,1983,1990
lancia,Lancia,Stratos,1973,1975
lancia,Lancia,Thema,1984,2014
lancia,Lancia,Thesis,2001,2009
lancia,Lancia,Trevi,1981,1985
lancia,Lancia,Voyager,2011,2015
lancia,Lancia,Ypsilon,2003,
lancia,Lancia,Zeta,1994,2001
land-rover,Land Rover,Defender 110,1991,2025
land-rover,Land Rover,Defender 130,2022,
land-rover,Land Rover,Defender 90,1991,2025
land-rover,Land Rover,Defender Octa,2024,
land-rover,Land Rover,Discovery,1990,2021
land-rover,Land Rover,Discovery Sport,2014,
land-rover,Land Rover,Discovery SVX,2018,2020
land-rover,Land Rover,Freelander,1998,2014
land-rover,Land Rover,Range Rover,1988,
land-rover,Land Rover,Range Rover Evoque,2011,
land-rover,Land Rover,Range Rover L,2014,2021
land-rover,Land Rover,Range Rover PHEV,2013,2022
land-rover,Land Rover,Range Rover Sport,2005,
land-rover,Land Rover,Range Rover Sport PHEV,2017,2022
land-rover,Land Rover,Range Rover Sport SVR,2015,2022
land-rover,Land Rover,Range Rover Velar,2017,
leapmotor,Leapmotor,C01,2022,
leapmotor,Leapmotor,C10,2024,
leapmotor,Leapmotor,C11,2021,
leapmotor,Leapmotor,T03,2020,
lexus,Lexus,CT,2011,2022
lexus,Lexus,ES,2002,
lexus,Lexus,GS,1993,2020
lexus,Lexus,GS F,2015,2020
lexus,Lexus,GX,2003,
lexus,Lexus,HS,2009,2013
lexus,Lexus,IS,1998,
lexus,Lexus,LBX,2023,
lexus,Lexus,LC,2016,
lexus,Lexus,LFA,2010,2013
lexus,Lexus,LM,2023,
lexus,Lexus,LS,1989,
lexus,Lexus,LX,1996,
lexus,Lexus,NX,2014,
lexus,Lexus,RC,2014,2025
lexus,Lexus,RC F,2014,2025
lexus,Lexus,RX,1998,
lexus,Lexus,RZ,2022,
lexus,Lexus,SC,1991,2010
lexus,Lexus,TX,2023,
lexus,Lexus,TZ,2026,
lexus,Lexus,UX,2018,2023
li-auto,Li Auto,L6,2024,
li-auto,Li Auto,L7,2023,
li-auto,Li Auto,L8,2022,
li-auto,Li Auto,L9,2022,
li-auto,Li Auto,Li One,2019,2022
li-auto,Li Auto,Mega,2024,
lightyear,Lightyear,Lightyear 0,2022,
lightyear,Lightyear,Lightyear 2,2023,
lincoln,Lincoln,Aviator,2002,
lincoln,Lincoln,Continental,1958,2020
lincoln,Lincoln,Corsair,2019,
lincoln,Lincoln,LS,1999,2006
lincoln,Lincoln,Mark LT,2005,2014
lincoln,Lincoln,MKC,2014,2019
lincoln,Lincoln,MKS,2008,2016
lincoln,Lincoln,MKT,2009,2019
lincoln,Lincoln,MKX,2006,2018
lincoln,Lincoln,MKZ,2006,2020
lincoln,Lincoln,Nautilus,2017,
lincoln,Lincoln,Navigator,1998,2024
lincoln,Lincoln,Navigator L,2006,2024
lincoln,Lincoln,Town Car,1998,2011
lincoln,Lincoln,Zephyr,1936,
lotus,Lotus,2 Eleven,2007,2015
lotus,Lotus,3 Eleven,2018,2018
lotus,Lotus,Elan,1962,1994
lotus,Lotus,Eletre,2022,
lotus,Lotus,Elise,1997,2021
lotus,Lotus,Elite,1957,1983
lotus,Lotus,Emeya,2023,
lotus,Lotus,Emira,2021,2024
lotus,Lotus,Esprit,1976,2004
lotus,Lotus,Europa,1965,2010
lotus,Lotus,Evija,2020,
lotus,Lotus,Evora,2008,2021
lotus,Lotus,Excel,1982,1992
lotus,Lotus,Exige,2000,2021
lucid,Lucid,Motors Air,2021,
lucid,Lucid,Motors Gravity,2023,
lynk-co,Lynk & Co,01,2017,
lynk-co,Lynk & Co,02,2018,
lynk-co,Lynk & Co,03,2018,
lynk-co,Lynk & Co,05,2020,
lynk-co,Lynk & Co,06,2020,
lynk-co,Lynk & Co,09,2021,
mahindra,Mahindra,Bolero,2011,2020
mahindra,Mahindra,Scorpio / GOA,2002,2014
mahindra,Mahindra,Thar,2010,2020
mahindra,Mahindra,Verito,2012,2019
marussia,Marussia,B1,2010,2010
marussia,Marussia,B2,2010,2014
maruti-suzuki,Maruti Suzuki,800,2000,2014
maruti-suzuki,Maruti Suzuki,Alto,2000,2014
maruti-suzuki,Maruti Suzuki,Baleno,2000,2007
maruti-suzuki,Maruti Suzuki,Ciaz,2014,2017
maruti-suzuki,Maruti Suzuki,Esteem,1995,2000
maruti-suzuki,Maruti Suzuki,Gipsy,1985,2019
maruti-suzuki,Maruti Suzuki,Swift,2006,2010
maruti-suzuki,Maruti Suzuki,Wagon R,2005,2009
maruti-suzuki,Maruti Suzuki,Zen,2006,2009
maserati,Maserati,Bora,1971,1978
maserati,Maserati,Coupe,1998,2004
maserati,Maserati,Ghibli,1967,
maserati,Maserati,GranCabrio,2010,
maserati,Maserati,GranSport,2004,2007
maserati,Maserati,GranTurismo,2007,
maserati,Maserati,Grecale,2022,
maserati,Maserati,Grecale Trofeo,2022,
maserati,Maserati,GT2 Stradale,2024,
maserati,Maserati,Indy,1969,1974
maserati,Maserati,Levante,2016,
maserati,Maserati,MC 12,2004,2005
maserati,Maserati,MC20,2020,
maserati,Maserati,MCPura,2025,
maserati,Maserati,MCPura Cielo,2025,
maserati,Maserati,Merak,1974,1982
maserati,Maserati,Quattroporte,1963,
maserati,Maserati,Quattroporte Sport GT S,2009,2013
maserati,Maserati,Spyder,2001,2007
maybach,Maybach,57,2002,2012
maybach,Maybach,62,2002,2012
maybach,Maybach,Landaulet,2008,2012
mazda,Mazda,121,1987,1998
mazda,Mazda,2 / Demio,2002,
mazda,Mazda,3 / Axela,2004,
mazda,Mazda,3 MPS / MAZDASPEED 3,2006,2013
mazda,Mazda,323,1989,1998
mazda,Mazda,323 Station,1986,1994
mazda,Mazda,5 / Premacy,2005,2013
mazda,Mazda,6 / Atenza,2002,2019
mazda,Mazda,626,1988,2002
mazda,Mazda,626 Station,1988,1991
mazda,Mazda,6e,2025,
mazda,Mazda,B Series / Bravo Dual Cab,1999,2006
mazda,Mazda,B Series / Bravo Freestyle Cab,1999,2006
mazda,Mazda,Biante,2008,2018
mazda,Mazda,BT-50,2006,2020
mazda,Mazda,CX-3,2015,2025
mazda,Mazda,CX-30,2019,
mazda,Mazda,CX-5,2012,
mazda,Mazda,CX-50,2021,
mazda,Mazda,CX-60,2022,
mazda,Mazda,CX-6e,2026,
mazda,Mazda,CX-7,2007,2012
mazda,Mazda,CX-70,2024,
mazda,Mazda,CX-8,2017,2023
mazda,Mazda,CX-80,2024,
mazda,Mazda,CX-9,2007,2024
mazda,Mazda,CX-90,2023,
mazda,Mazda,Flair,2012,2017
mazda,Mazda,Flairwagon,2012,2013
mazda,Mazda,MX-3,1991,1998
mazda,Mazda,MX-30,2019,
mazda,Mazda,MX-5 / Miata,1989,
mazda,Mazda,MX-6,1992,1997
mazda,Mazda,RX-7,1970,2002
mazda,Mazda,RX-8,2003,2012
mazda,Mazda,Tribute,2001,2011
mazda,Mazda,Verisa,2004,2015
mazda,Mazda,Xedos 6,1992,1999
mazda,Mazda,Xedos 9,1993,2002
mclaren,McLaren,12C GT Sprint,2013,2014
mclaren,McLaren,540C,2015,2021
mclaren,McLaren,570GT,2016,2021
mclaren,McLaren,570S,2015,2021
mclaren,McLaren,600LT,2018,2020
mclaren,McLaren,620R,2019,2021
mclaren,McLaren,650S,2014,2017
mclaren,McLaren,675LT,2015,2017
mclaren,McLaren,720S,2017,2023
mclaren,McLaren,750S,2023,
mclaren,McLaren,765LT,2020,
mclaren,McLaren,Artura,2021,
mclaren,McLaren,Elva,2020,
mclaren,McLaren,F1,1993,1998
mclaren,McLaren,F1 GT,,
mclaren,McLaren,F1 LM,,
mclaren,McLaren,GT,2019,2023
mclaren,McLaren,GTS,2023,
mclaren,McLaren,MP4-12C,2011,2015
mclaren,McLaren,P1,2013,2015
mclaren,McLaren,Senna,2018,2020
mclaren,McLaren,Speedtail,2018,
mercedes-amg,Mercedes-AMG,A-Class,2015,2023
mercedes-amg,Mercedes-AMG,C-Class,2015,
mercedes-amg,Mercedes-AMG,C-CLASS,2015,
mercedes-amg,Mercedes-AMG,C-CLASS T-MODELL,2018,2021
mercedes-amg,Mercedes-AMG,CLA Shooting brake,2015,
mercedes-amg,Mercedes-AMG,CLA-Class,2016,
mercedes-amg,Mercedes-AMG,CLE,2023,
mercedes-amg,Mercedes-AMG,CLS-Class,2018,
mercedes-amg,Mercedes-AMG,E-Class,2016,
mercedes-amg,Mercedes-AMG,EQE,2022,
mercedes-amg,Mercedes-AMG,EQE SUV,2022,
mercedes-amg,Mercedes-AMG,EQS,2021,
mercedes-amg,Mercedes-AMG,G 63,2018,
mercedes-amg,Mercedes-AMG,GLA,2014,
mercedes-amg,Mercedes-AMG,GLB,2019,
mercedes-amg,Mercedes-AMG,GLC,2016,
mercedes-amg,Mercedes-AMG,GLC-Class,2016,
mercedes-amg,Mercedes-AMG,GLE,2015,
mercedes-amg,Mercedes-AMG,GLS- Class,2016,
mercedes-amg,Mercedes-AMG,GT,2015,
mercedes-amg,Mercedes-AMG,GT 4-DOOR,2018,
mercedes-amg,Mercedes-AMG,ONE,2022,
mercedes-amg,Mercedes-AMG,S-Class,2016,
mercedes-amg,Mercedes-AMG,SL-Class,2021,
mercedes-amg,Mercedes-AMG,SLC,2016,2020
mercedes-benz,Mercedes-Benz,MERCEDES BENZ A-Class,2018,2023
mercedes-benz,Mercedes-Benz,MERCEDES BENZ A-Klasse,1997,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ A-Klasse AMG,2013,2015
mercedes-benz,Mercedes-Benz,MERCEDES BENZ A-Klasse Saloon,2022,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ B-Klasse,2005,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ C-Class,2016,2022
mercedes-benz,Mercedes-Benz,MERCEDES BENZ C-Class EV,2026,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ C-Klasse,2011,2018
mercedes-benz,Mercedes-Benz,MERCEDES BENZ C-Klasse All-Terrain,2021,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ C-Klasse AMG,1984,2015
mercedes-benz,Mercedes-Benz,MERCEDES BENZ C-Klasse and predecessors,1982,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ C-Klasse Coupe AMG,2011,2016
mercedes-benz,Mercedes-Benz,MERCEDES BENZ C-Klasse SportCoupe AMG,2002,2004
mercedes-benz,Mercedes-Benz,MERCEDES BENZ C-Klasse SportCoupe/CLC,2000,2011
mercedes-benz,Mercedes-Benz,MERCEDES BENZ C-Klasse T-Modell,1996,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ C-Klasse T-Modell AMG,2004,2007
mercedes-benz,Mercedes-Benz,MERCEDES BENZ Citan,2021,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ CL AMG,2000,2014
mercedes-benz,Mercedes-Benz,MERCEDES BENZ CL-Klasse and predecessors,1952,2014
mercedes-benz,Mercedes-Benz,MERCEDES BENZ CLA 45,2013,2016
mercedes-benz,Mercedes-Benz,MERCEDES BENZ CLA Klasse,2013,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ CLA Shooting Brake,2015,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ CLE,2023,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ CLK AMG,1999,2009
mercedes-benz,Mercedes-Benz,MERCEDES BENZ CLK AMG Cabrio,2000,2009
mercedes-benz,Mercedes-Benz,MERCEDES BENZ CLK GTR,1998,1999
mercedes-benz,Mercedes-Benz,MERCEDES BENZ CLS AMG,2004,2018
mercedes-benz,Mercedes-Benz,MERCEDES BENZ CLS Shooting Brake,2012,2017
mercedes-benz,Mercedes-Benz,MERCEDES BENZ CLS Shooting Brake AMG,2014,2018
mercedes-benz,Mercedes-Benz,MERCEDES BENZ CLS-Klasse,2004,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ E-Class T-Modell All-Terrain,2017,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ E-Klasse AMG,1996,2016
mercedes-benz,Mercedes-Benz,MERCEDES BENZ E-Klasse and predecessors,1946,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ E-Klasse Cabriolet and predecessors,1992,2024
mercedes-benz,Mercedes-Benz,MERCEDES BENZ E-Klasse Coupe and predecessors,1969,2020
mercedes-benz,Mercedes-Benz,MERCEDES BENZ E-Klasse T-Modell,1965,2020
mercedes-benz,Mercedes-Benz,MERCEDES BENZ E-Klasse T-Modell AMG,2004,2017
mercedes-benz,Mercedes-Benz,MERCEDES BENZ EQA,2021,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ EQB,2021,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ EQC,2019,2023
mercedes-benz,Mercedes-Benz,MERCEDES BENZ EQE,2021,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ EQE SUV,2022,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ EQS,2021,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ EQS SUV,2022,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ EQS SUV Maybach,2023,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ EQT,2023,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ EQV,2019,2023
mercedes-benz,Mercedes-Benz,MERCEDES BENZ G-Klasse,1979,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ G-Klasse AMG,1999,2018
mercedes-benz,Mercedes-Benz,MERCEDES BENZ G-Klasse Kurz,1979,2012
mercedes-benz,Mercedes-Benz,MERCEDES BENZ GL-Klasse,2006,2016
mercedes-benz,Mercedes-Benz,MERCEDES BENZ GL-Klasse AMG,2012,2016
mercedes-benz,Mercedes-Benz,MERCEDES BENZ GLA,2013,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ GLB,2019,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ GLC Class,2015,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ GLE-Class,2015,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ GLK-Klasse,2008,2016
mercedes-benz,Mercedes-Benz,MERCEDES BENZ GLS Maybach,2020,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ GLS-Class,2016,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ Laundalet,1960,1981
mercedes-benz,Mercedes-Benz,MERCEDES BENZ M-Klasse,1997,2015
