make_group,make,model,year_start,year_end
mercedes-benz,Mercedes-Benz,MERCEDES BENZ M-Klasse AMG,1999,2015
mercedes-benz,Mercedes-Benz,MERCEDES BENZ Maybach EQS SUV,2023,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ Pullman,1930,2020
mercedes-benz,Mercedes-Benz,MERCEDES BENZ R-Klasse,2005,2013
mercedes-benz,Mercedes-Benz,MERCEDES BENZ R-Klasse AMG,2006,2008
mercedes-benz,Mercedes-Benz,MERCEDES BENZ R-Klasse Lang,2005,2013
mercedes-benz,Mercedes-Benz,MERCEDES BENZ S-Class,1952,2020
mercedes-benz,Mercedes-Benz,MERCEDES BENZ S-Class Coupe AMG,2014,2017
mercedes-benz,Mercedes-Benz,MERCEDES BENZ S-Class Maybach,2015,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ S-Klasse,2014,2020
mercedes-benz,Mercedes-Benz,MERCEDES BENZ S-Klasse AMG,1999,2017
mercedes-benz,Mercedes-Benz,MERCEDES BENZ S-Klasse and predecessors,1951,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ SL AMG,1999,2019
mercedes-benz,Mercedes-Benz,MERCEDES BENZ SL Monogram Maybach,2025,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ SL-Klasse,1954,2020
mercedes-benz,Mercedes-Benz,MERCEDES BENZ SLC-Class,2016,2020
mercedes-benz,Mercedes-Benz,MERCEDES BENZ SLK AMG,2000,2016
mercedes-benz,Mercedes-Benz,MERCEDES BENZ SLK-Klasse,1955,2016
mercedes-benz,Mercedes-Benz,MERCEDES BENZ SLR McLaren,2003,2009
mercedes-benz,Mercedes-Benz,MERCEDES BENZ SLS AMG,2010,2015
mercedes-benz,Mercedes-Benz,MERCEDES BENZ T-Class,2022,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ V-Class and predecessors,1996,2023
mercedes-benz,Mercedes-Benz,MERCEDES BENZ VANEO,2002,2006
mercedes-benz,Mercedes-Benz,MERCEDES BENZ VIANO,2003,2014
mercedes-benz,Mercedes-Benz,MERCEDES BENZ Vito,2020,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ VLE,2026,
mercedes-benz,Mercedes-Benz,MERCEDES BENZ X-Class,2017,2020
mercury,Mercury,Cougar,1998,2002
mercury,Mercury,Grand Marquis,2002,2011
mercury,Mercury,Marauder,2003,2004
mercury,Mercury,Mariner,2004,2011
mercury,Mercury,Milan,2005,2011
mercury,Mercury,Montego,2004,2007
mercury,Mercury,Monterey,2004,2006
mercury,Mercury,Mountaineer,2006,2010
mercury,Mercury,Sable,2007,2009
mercury,Mercury,Villager,1992,2002
mg,MG,F/ TF,1995,2005
mg,MG,GS,2015,2019
mg,MG,HS,2019,2024
mg,MG,IM5,2025,
mg,MG,IM6,2025,
mg,MG,Marvel R,2021,
mg,MG,MG 3,2013,
mg,MG,MG 4,2022,
mg,MG,MG 5,2021,
mg,MG,MG 6,2011,2016
mg,MG,S5 EV,2025,
mg,MG,U9,2025,
mg,MG,XPower,2004,2005
mg,MG,ZR,2001,2005
mg,MG,ZS,2001,
mg,MG,ZT,2001,2005
mg,MG,ZT-T,2001,2005
mini,MINI,Aceman,2024,
mini,MINI,Classic,1997,
mini,MINI,Clubman,2007,2023
mini,MINI,Clubvan,2012,2014
mini,MINI,Convertible,2004,
mini,MINI,Countryman,2010,
mini,MINI,Coupe,2011,2015
mini,MINI,Hatch,1997,
mini,MINI,Paceman,2013,2016
mini,MINI,Roadster,2011,2015
mitsubishi,Mitsubishi,3000 GT,1990,2001
mitsubishi,Mitsubishi,ASX / RVR / Outlander Sport,2010,
mitsubishi,Mitsubishi,Attrage,2013,2024
mitsubishi,Mitsubishi,Carisma,1995,2004
mitsubishi,Mitsubishi,Colt,1988,
mitsubishi,Mitsubishi,Colt CZC,2006,2012
mitsubishi,Mitsubishi,Eclipse,1989,2012
mitsubishi,Mitsubishi,Eclipse Cross,2017,
mitsubishi,Mitsubishi,Endeavor,2002,2011
mitsubishi,Mitsubishi,Galant,1988,2012
mitsubishi,Mitsubishi,Galant Station,1997,2001
mitsubishi,Mitsubishi,Grandis,2005,2011
mitsubishi,Mitsubishi,i-MiEV,2009,2021
mitsubishi,Mitsubishi,L 200,1995,2019
mitsubishi,Mitsubishi,L300,1986,1994
mitsubishi,Mitsubishi,Lancer,1988,2017
mitsubishi,Mitsubishi,Lancer Combi,1989,2006
mitsubishi,Mitsubishi,Lancer Evolution,1992,2016
mitsubishi,Mitsubishi,Mirage,2012,2024
mitsubishi,Mitsubishi,Mirage G4,2013,2019
mitsubishi,Mitsubishi,Outlander / Airtrek,2003,
mitsubishi,Mitsubishi,Pajero,1982,2009
mitsubishi,Mitsubishi,Pajero Pinin / Shogun Pinin / Montero iO,1998,2007
mitsubishi,Mitsubishi,Raider,2005,2009
mitsubishi,Mitsubishi,Sigma,1991,1996
mitsubishi,Mitsubishi,Space Runner,1991,1999
mitsubishi,Mitsubishi,Space Star,2002,2017
mitsubishi,Mitsubishi,Starion,1982,1991
morgan,Morgan,3 wheeler,2011,2021
morgan,Morgan,4/4 2 Seater,2008,
morgan,Morgan,4/4 4 Seater,2006,2011
morgan,Morgan,Aero,2012,2016
morgan,Morgan,Aero 8,2001,2018
morgan,Morgan,Aero SuperSports,2009,2016
morgan,Morgan,AeroMax,2005,2011
morgan,Morgan,Plus 4,2005,
morgan,Morgan,Plus 8,2012,2018
morgan,Morgan,Plus Six,2019,
morgan,Morgan,Roadster,2004,2019
moskvitch,Moskvitch,2140,1976,1988
moskvitch,Moskvitch,2141,1986,2003
moskvitch,Moskvitch,3,2022,
moskvitch,Moskvitch,412,1967,1998
nio,NIO,EC6,2020,
nio,NIO,EP9,2016,2019
nio,NIO,ES6,2018,2023
nio,NIO,ES8,2018,2020
nio,NIO,ET7,2020,
nissan,Nissan,100 NX,1991,1996
nissan,Nissan,200 SX,1989,2000
nissan,Nissan,300 ZX,1984,1996
nissan,Nissan,350Z,2002,2009
nissan,Nissan,370Z,2008,2020
nissan,Nissan,370Z Nismo,2009,2021
nissan,Nissan,Almera / Pulsar,1995,2019
nissan,Nissan,Almera Tino,2000,2006
nissan,Nissan,Altima,1998,
nissan,Nissan,Ariya,2020,
nissan,Nissan,Armada,2003,
nissan,Nissan,Bluebird,1986,1990
nissan,Nissan,Bluebird Traveller,1986,1990
nissan,Nissan,Cube,2008,2019
nissan,Nissan,Elgrand,2025,
nissan,Nissan,Grand Livina,2006,2013
nissan,Nissan,GT-R,1969,
nissan,Nissan,GT-R Nismo,2014,
nissan,Nissan,Juke,2010,
nissan,Nissan,Juke EV,2026,
nissan,Nissan,Juke Nismo,2013,2017
nissan,Nissan,Kicks,2016,
nissan,Nissan,Leaf,2010,
nissan,Nissan,Liberty,1999,2004
nissan,Nissan,Maxima,1989,2023
nissan,Nissan,Micra,1982,
nissan,Nissan,Micra C+C,2005,2008
nissan,Nissan,Murano,2003,
nissan,Nissan,Murano CrossCabriolet,2011,2014
nissan,Nissan,N7,2024,
nissan,Nissan,Navara / Frontier,2005,
nissan,Nissan,Note,2005,2019
nissan,Nissan,NP300,2008,2015
nissan,Nissan,NV,2009,2019
nissan,Nissan,Pathfinder,2001,
nissan,Nissan,Patrol LWB,1988,
nissan,Nissan,Patrol SWB,1988,2010
nissan,Nissan,Pixo,2009,2013
nissan,Nissan,Platina,2006,2010
nissan,Nissan,Prairie,1989,1996
nissan,Nissan,Primera,1990,2008
nissan,Nissan,Primera Break,1990,2007
nissan,Nissan,Qashqai,2007,
nissan,Nissan,Quest,2004,2017
nissan,Nissan,Rogue,2007,
nissan,Nissan,Sakura,2022,
nissan,Nissan,Sentra,2000,
nissan,Nissan,Serena,1991,2022
nissan,Nissan,Skyline,2001,2010
nissan,Nissan,Sunny,1993,2019
nissan,Nissan,Sunny Traveller,1993,1996
nissan,Nissan,Teana,2003,2013
nissan,Nissan,Terrano,1988,2019
nissan,Nissan,Tiida / Versa,2006,
nissan,Nissan,Titan,2004,2024
nissan,Nissan,X-Trail,2001,
nissan,Nissan,XTerra,2002,2015
nissan,Nissan,Z Nismo,2021,
oldsmobile,Oldsmobile,442,1970,1971
oldsmobile,Oldsmobile,Alero,1999,2004
oldsmobile,Oldsmobile,Aurora,1994,2003
oldsmobile,Oldsmobile,Bravada,2001,2004
oldsmobile,Oldsmobile,Intrigue,1997,2002
oldsmobile,Oldsmobile,Silhouette,1996,2004
oldsmobile,Oldsmobile,Toronado,1966,1992
omoda,Omoda,7,2026,
opel,Opel,Adam,2013,2019
opel,Opel,Adam Rocks,2013,2019
opel,Opel,Agila,2000,2015
opel,Opel,Ampera,2011,2019
opel,Opel,Antara,2007,2017
opel,Opel,Astra,1991,
opel,Opel,Astra Caravan,1994,2011
opel,Opel,Astra GTC,2011,2018
opel,Opel,Astra OPC,2000,2018
opel,Opel,Astra Sports Tourer,2010,
opel,Opel,Astra Twin Top /,2006,2011
opel,Opel,Calibra,1989,1997
opel,Opel,Cascada,2013,2019
opel,Opel,Combo,2001,2023
opel,Opel,Corsa,1993,
opel,Opel,Corsa GSE,2026,
opel,Opel,Corsa OPC,2007,2019
opel,Opel,Crossland,2017,
opel,Opel,Frontera,1992,
opel,Opel,Grandland,2017,
opel,Opel,GT,1968,2009
opel,Opel,Insignia,2008,2022
opel,Opel,Insignia Country Tourer,2013,2017
opel,Opel,Insignia GSi,2017,2020
opel,Opel,Insignia OPC,2009,2013
opel,Opel,Insignia Sports Tourer,2009,2020
opel,Opel,Insignia Sports Tourer GSi,2017,2020
opel,Opel,Insignia Sports Tourer OPC,2009,2017
opel,Opel,Kadett,1984,1993
opel,Opel,Kadett Caravan,1984,1991
opel,Opel,Karl,2015,2019
opel,Opel,Manta,1975,1989
opel,Opel,Meriva,2003,2017
opel,Opel,Mokka,2012,
opel,Opel,Monterey,1992,1998
opel,Opel,Monza,1983,1987
opel,Opel,Omega,1986,2003
opel,Opel,Omega Caravan,1986,2003
opel,Opel,Rekord,1977,1986
opel,Opel,Rekord Caravan,1977,1986
opel,Opel,Rocks-e,2021,
opel,Opel,Senator,1983,1993
opel,Opel,Signum,2003,2008
opel,Opel,Sintra,1997,1999
opel,Opel,Speedster,2001,2005
opel,Opel,Tigra,1994,2009
opel,Opel,Vectra,1988,2008
opel,Opel,Vectra Caravan,1996,2008
opel,Opel,Vectra OPC,2005,2008
opel,Opel,Zafira,1999,
ora,Ora,Black Cat,2018,
ora,Ora,Funky Cat,2022,
ora,Ora,Good Cat,2020,
ora,Ora,Lightning Cat,2023,
pagani,Pagani,Huayra,2012,2022
pagani,Pagani,Imola,2020,
pagani,Pagani,Utopia,2022,
pagani,Pagani,Zonda,2003,2006
pagani,Pagani,Zonda Cinque,2008,2010
pagani,Pagani,Zonda F,2005,2010
pagani,Pagani,Zonda S,2002,2006
panoz,Panoz,Avezzano,2017,
panoz,Panoz,Esperante,1999,2007
panoz,Panoz,Esperante GT,2000,2007
panoz,Panoz,Esperante GTLM,2003,2007
panoz,Panoz,Roadster,1992,1995
perodua,Perodua,Alza,2009,2022
perodua,Perodua,Aruz,2019,
perodua,Perodua,Axia,2014,2023
perodua,Perodua,Bezza,2016,2025
perodua,Perodua,Myvi,2015,2017
peugeot,Peugeot,1007,2007,2009
peugeot,Peugeot,104,1972,1988
peugeot,Peugeot,106,1991,2003
peugeot,Peugeot,107,2005,2014
peugeot,Peugeot,108,2014,2022
peugeot,Peugeot,2008,2013,
peugeot,Peugeot,205,1983,1998
peugeot,Peugeot,206,1998,2012
peugeot,Peugeot,206 CC,2001,2007
peugeot,Peugeot,206 SW,2002,2007
peugeot,Peugeot,206+,2009,2013
peugeot,Peugeot,207,2006,2012
peugeot,Peugeot,207 CC,2007,2014
peugeot,Peugeot,207 SW,2007,2012
peugeot,Peugeot,208,2012,
peugeot,Peugeot,208 GTI,2013,2018
peugeot,Peugeot,208 XY,2013,2015
peugeot,Peugeot,3008,2009,
peugeot,Peugeot,301,2012,
peugeot,Peugeot,306,1993,2003
peugeot,Peugeot,307,2001,2008
peugeot,Peugeot,307 CC,2003,2008
peugeot,Peugeot,307 SW,2002,2008
peugeot,Peugeot,308,2008,
peugeot,Peugeot,308 CC,2008,2015
peugeot,Peugeot,308 SW,2008,
peugeot,Peugeot,4007,2007,2012
peugeot,Peugeot,4008,2012,2017
peugeot,Peugeot,405,1987,1996
peugeot,Peugeot,406,1995,2004
peugeot,Peugeot,406 Break,1996,2004
peugeot,Peugeot,407,2004,2010
peugeot,Peugeot,407 SW,2004,2010
peugeot,Peugeot,408,2010,
peugeot,Peugeot,5008,2009,
peugeot,Peugeot,504,1968,1982
peugeot,Peugeot,505,1979,1992
peugeot,Peugeot,508,2010,
peugeot,Peugeot,508 RXH,2011,2018
peugeot,Peugeot,508 SW,2010,
peugeot,Peugeot,604,1975,1986
peugeot,Peugeot,605,1989,1999
peugeot,Peugeot,607,2000,2010
peugeot,Peugeot,806,1994,2002
peugeot,Peugeot,807,2002,2008
peugeot,Peugeot,Hoggar,2010,2014
peugeot,Peugeot,iOn,2010,2012
peugeot,Peugeot,Landtrek,2020,
peugeot,Peugeot,Partner Combi,2002,2008
peugeot,Peugeot,Pick Up,2017,2020
peugeot,Peugeot,RCZ,2009,2015
peugeot,Peugeot,RCZ R,2013,2015
peugeot,Peugeot,RIFTER,2018,2023
peugeot,Peugeot,Tepee,2007,2017
peugeot,Peugeot,Traveller,2016,
pininfarina,Pininfarina,B95,2023,
pininfarina,Pininfarina,Battista,2019,2025
plymouth,Plymouth,ACCLAIM,1988,1994
plymouth,Plymouth,BREEZE,1995,2000
plymouth,Plymouth,LASER,1989,1994
plymouth,Plymouth,NEON,1994,1999
plymouth,Plymouth,Valiant,1967,1973
plymouth,Plymouth,VOYAGER,1984,2000
polestar,Polestar,1,2019,2022
polestar,Polestar,2,2019,
polestar,Polestar,3,2022,
polestar,Polestar,4,2023,
polestar,Polestar,5,2025,
pontiac,Pontiac,Aztek,2000,2005
pontiac,Pontiac,Bonneville,1958,2005
pontiac,Pontiac,Fiero,1985,1988
pontiac,Pontiac,Firebird,1967,2002
pontiac,Pontiac,G3,2009,2011
pontiac,Pontiac,G5,2004,2010
pontiac,Pontiac,G6,2004,2010
pontiac,Pontiac,G8,2007,2009
pontiac,Pontiac,Grand Am,1998,2005
pontiac,Pontiac,Grand Prix,1990,2008
pontiac,Pontiac,GTO,1964,2006
pontiac,Pontiac,Montana,2000,2009
pontiac,Pontiac,Solstice,2005,2009
pontiac,Pontiac,Sunfire,1994,2005
pontiac,Pontiac,Sunfire Cabrio,1994,1999
pontiac,Pontiac,Torrent,2005,2009
pontiac,Pontiac,Trans Sport,1990,1996
pontiac,Pontiac,Vibe,2002,2010
porsche,Porsche,718,2019,
porsche,Porsche,718 Boxster,2016,
porsche,Porsche,718 Boxster GTS,2017,
porsche,Porsche,718 Boxster S,2016,
porsche,Porsche,718 Cayman,2016,
porsche,Porsche,718 Cayman GT4,2015,
porsche,Porsche,718 Cayman GTS,2017,
porsche,Porsche,718 Cayman S,2016,
porsche,Porsche,911 Carrera,1964,
porsche,Porsche,911 Carrera 4,1988,2016
porsche,Porsche,911 Carrera 4 GTS,2014,
porsche,Porsche,911 Carrera 4S,1995,2025
porsche,Porsche,911 Carrera GTS,2010,2021
porsche,Porsche,911 Carrera RS,1972,1996
porsche,Porsche,911 Carrera S,1995,2024
porsche,Porsche,911 Carrera T,2017,
porsche,Porsche,911 GT2,1995,2009
porsche,Porsche,911 GT2 RS,2010,2019
porsche,Porsche,911 GT3,1999,
porsche,Porsche,911 GT3 RS,2004,2019
porsche,Porsche,911 R,2016,2019
porsche,Porsche,911 Sport Classic,2010,2012
porsche,Porsche,911 Targa,1967,1997
porsche,Porsche,911 Targa 4,2006,
porsche,Porsche,911 Targa 4 GTS,2015,
porsche,Porsche,911 Targa 4S,2006,
porsche,Porsche,911 Turbo,1974,
porsche,Porsche,911 Turbo S,2004,
porsche,Porsche,918,2013,2015
porsche,Porsche,928,1978,1982
porsche,Porsche,928 GT,1989,1991
porsche,Porsche,928 GTS,1992,1995
porsche,Porsche,928 S,1980,1991
porsche,Porsche,944,1981,1990
porsche,Porsche,944 S,1986,1991
porsche,Porsche,944 Turbo,1985,1990
porsche,Porsche,959,1987,1988
porsche,Porsche,968,1991,1995
porsche,Porsche,968 Turbo S,1993,1994
porsche,Porsche,Boxster,1996,2019
porsche,Porsche,Boxster S,1999,2016
porsche,Porsche,Carrera GT,2003,2006
porsche,Porsche,Cayenne,2002,
porsche,Porsche,Cayenne Diesel,2008,2017
porsche,Porsche,Cayenne Electric,2026,
porsche,Porsche,Cayenne GTS,2008,
porsche,Porsche,Cayenne S,2002,
porsche,Porsche,Cayenne S Diesel,2012,2017
porsche,Porsche,Cayenne S E-Hybrid,2014,2019
porsche,Porsche,Cayenne S Electric,2026,
porsche,Porsche,Cayenne S Hybrid,2010,2014
porsche,Porsche,Cayenne S TransSyberia,2009,2011
porsche,Porsche,Cayenne Turbo,2002,2023
porsche,Porsche,Cayenne Turbo E-Hybrid,2023,
porsche,Porsche,Cayenne Turbo S,2006,2017
porsche,Porsche,Cayenne Turbo S E-Hybrid,2019,2023
porsche,Porsche,Cayman,2006,2016
porsche,Porsche,Cayman R,2010,2011
porsche,Porsche,Cayman S,2005,2016
porsche,Porsche,Macan,2014,2024
porsche,Porsche,Macan 4 Electric,2024,
porsche,Porsche,Macan GTS,2015,
porsche,Porsche,Macan S,2014,
porsche,Porsche,Macan S Diesel,2014,2018
porsche,Porsche,Macan T,2022,
porsche,Porsche,Macan Turbo,2014,2021
porsche,Porsche,Macan Turbo Electric,2024,
porsche,Porsche,Panamera,2009,2023
porsche,Porsche,Panamera 4,2009,
porsche,Porsche,Panamera 4 E-Hybrid,2016,2020
porsche,Porsche,Panamera 4 E-Hybrid Sport Turismo,2017,2020
porsche,Porsche,Panamera 4 Sport Turismo,2017,2020
porsche,Porsche,Panamera 4S,2009,2020
porsche,Porsche,Panamera 4S Diesel,2016,2020
porsche,Porsche,Panamera 4S Diesel Sport Turismo,2017,2020
porsche,Porsche,Panamera 4S E-Hybrid,2020,
porsche,Porsche,Panamera 4S Sport Turismo,2017,2020
porsche,Porsche,Panamera Diesel,2011,2016
porsche,Porsche,Panamera GTS,2011,
porsche,Porsche,Panamera GTS Sport Turismo,2018,
porsche,Porsche,Panamera S,2009,2016
porsche,Porsche,Panamera S E-Hybrid,2013,2016
porsche,Porsche,Panamera S Hybrid,2011,2013
porsche,Porsche,Panamera Turbo,2009,2020
porsche,Porsche,Panamera Turbo E Hybrid,2023,
porsche,Porsche,Panamera Turbo S,2011,
porsche,Porsche,Panamera Turbo S E-Hybrid,2017,2020
porsche,Porsche,Panamera Turbo S E-Hybrid Sport Turismo,2017,2023
porsche,Porsche,Panamera Turbo S Sport Turismo,2020,
porsche,Porsche,Panamera Turbo Sport Turismo,2017,2020
porsche,Porsche,Speedster,2019,2019
porsche,Porsche,Taycan,2019,
porsche,Porsche,Taycan Cross Turismo,2021,
porsche,Porsche,Taycan GTS,2021,
porsche,Porsche,Taycan GTS Sport Turismo,2021,
porsche,Porsche,Taycan Sport Turismo,2024,
porsche,Porsche,Taycan Turbo,2019,
proton,Proton,Arena / Jumbuck,2002,2011
proton,Proton,Ertiga,2016,2018
proton,Proton,Exora,2009,2019
proton,Proton,Gen-2,2004,2013
proton,Proton,Inspira,2010,2015
proton,Proton,Iriz,2014,2017
proton,Proton,Perdana,2016,2020
proton,Proton,Persona,2007,2019
proton,Proton,Preve,2011,2018
proton,Proton,Saga,2011,2019
proton,Proton,Satria Neo,2006,2015
proton,Proton,Savvy,2005,2012
proton,Proton,Suprima S,2013,2019
proton,Proton,Waja / Impian,2001,2011
qoros,Qoros,3,2013,2020
qoros,Qoros,5,2016,2020
ram,Ram,Trucks 1500,2013,
ram,Ram,Trucks 2500,2013,2025
ram,Ram,Trucks 3500,2013,2025
renault,Renault,11,1983,1986
renault,Renault,12,1969,1980
renault,Renault,14,1976,1983
renault,Renault,16,1965,1980
renault,Renault,18,1978,1984
renault,Renault,19,1988,1996
renault,Renault,20,1975,1984
renault,Renault,21,1986,1994
renault,Renault,25,1984,1992
renault,Renault,30,1979,1984
renault,Renault,4 E-Tech,2025,
renault,Renault,5,1972,1984
renault,Renault,5 E-Tech,2024,
renault,Renault,8,1962,1971
renault,Renault,9,1981,1988
renault,Renault,Alaskan,2016,2025
renault,Renault,Alpine,1977,1994
renault,Renault,Arkana,2019,
renault,Renault,Austral,2022,
renault,Renault,Avantime,2001,2003
renault,Renault,Boreal,2025,
renault,Renault,Captur,2013,
renault,Renault,City K-ZE,2019,
renault,Renault,Clio,1990,
renault,Renault,Clio RS,2013,2016
renault,Renault,Clio Symbol / Thalia,2000,2013
renault,Renault,Duster OROCH,2015,2022
renault,Renault,Espace,1985,
renault,Renault,Filante,2026,
renault,Renault,Fluence,2009,2016
renault,Renault,Fuego,1980,1985
renault,Renault,Grand Kangoo,2023,
renault,Renault,Grand Modus,2008,2012
renault,Renault,Grand Scenic,2003,2022
renault,Renault,Kadjar,2015,2020
renault,Renault,Kangoo,1997,
renault,Renault,Kardian,2023,
renault,Renault,Kiger,2021,
renault,Renault,Koleos,2007,2025
renault,Renault,Kwid,2015,2019
renault,Renault,Laguna,1994,2016
renault,Renault,Latitude,2010,2015
renault,Renault,Logan,2014,2022
renault,Renault,Megane,1996,
renault,Renault,Megane E-Tech,2021,
renault,Renault,Modus,2005,2012
renault,Renault,Pulse,2011,2017
renault,Renault,Rafale,2023,
renault,Renault,Safrane,1992,2000
renault,Renault,Sandero,2007,2025
renault,Renault,Sandero GT,2012,2015
renault,Renault,Scala,2012,2017
renault,Renault,Scenic,1995,
renault,Renault,SCENIC XMOD,2013,2016
renault,Renault,Spider,1996,1998
renault,Renault,Symbioz,2024,
renault,Renault,Talisman,2016,2022
renault,Renault,Triber,2019,2025
renault,Renault,Twingo,2007,
